Title,Date Created,Latitude,Longitude,Northing,Easting,Description,Elevation
A,2024-10-25T09:08:13Z,47.99412755124475,7.858824313710537,0,0,1,370.502761
B,2024-10-25T09:14:30Z,47.99423312511429,7.859241645361879,0,0,2,383.791578
C,2024-10-25T09:14:52Z,47.99419568550817,7.859173446563046,0,0,2,380.889356
D,2024-10-25T09:15:05Z,47.99414630541864,7.859207858824025,0,0,3,381.212844
E,2024-10-25T09:15:25Z,47.99410212500334,7.859223214613308,0,0,2,381.420026
F,2024-10-25T09:18:31Z,47.99387292936025,7.860047974262903,0,0,1,380.368798
G,2024-10-25T09:27:45Z,47.994853696810054,7.862122823953512,0,0,5,429.343044
H,2024-10-25T09:33:52Z,47.99507544362352,7.8619913427892305,0,0,8,430.344558
I,2024-10-25T09:49:14Z,47.9953528061409,7.864122279671928,0,0,1,433.484525
J,2024-10-25T09:49:44Z,47.99558783833489,7.864069912886167,0,0,1,436.779261
K,2024-10-25T09:56:12Z,47.997413984678694,7.867349888571442,0,0,1,465.846028
L,2024-10-25T10:00:23Z,47.99716437770998,7.866191267262899,0,0,8,452.707523
M,2024-10-25T10:02:57Z,47.99647376164807,7.865684567279819,0,0,9,452.44254
N,2024-10-25T10:07:29Z,47.997383092110745,7.8659224056024515,0,0,6,436.369445
O,2024-10-25T10:09:41Z,47.99683648232004,7.865048541597896,0,0,4,420.937746
P,2024-10-25T10:22:36Z,47.995015084357085,7.8595618524676825,0,0,4,377.595332
Q,2024-10-25T10:28:35Z,47.99425074026053,7.857833301650507,0,0,7,348.884109
