Title,Date Created,Latitude,Longitude,Northing,Easting,Description,Elevation
A,2024-10-25T09:08:13Z,47.99412134420383,7.8588223071060925,0,0,1,370.502761
B,2024-10-25T09:14:30Z,47.99423400699546,7.859290187865508,0,0,2,383.791578
C,2024-10-25T09:14:52Z,47.994191409329275,7.859149482017426,0,0,2,380.889356
D,2024-10-25T09:15:05Z,47.99412772966935,7.859220628908291,0,0,3,381.212844
E,2024-10-25T09:15:25Z,47.99413539753805,7.859243960730793,0,0,2,381.420026
F,2024-10-25T09:18:31Z,47.99386920508251,7.8600427752191475,0,0,1,380.368798
G,2024-10-25T09:27:45Z,47.994877575423686,7.8622019746485385,0,0,5,429.343044
H,2024-10-25T09:33:52Z,47.99498852458064,7.862022277346277,0,0,8,430.344558
I,2024-10-25T09:49:14Z,47.99535060395117,7.864120663952971,0,0,1,433.484525
J,2024-10-25T09:49:44Z,47.99558234648814,7.8640740525022235,0,0,1,436.779261
K,2024-10-25T09:56:12Z,47.99741145882107,7.86734178779769,0,0,1,465.846028
L,2024-10-25T10:00:23Z,47.99703633585163,7.866138449608441,0,0,8,452.707523
M,2024-10-25T10:02:57Z,47.99652316058848,7.865804251753353,0,0,9,452.44254
N,2024-10-25T10:07:29Z,47.99740398259414,7.865933436406719,0,0,6,436.369445
O,2024-10-25T10:09:41Z,47.99684180273135,7.865024670715603,0,0,4,420.937746
P,2024-10-25T10:22:36Z,47.99506576487466,7.859606122112647,0,0,4,377.595332
Q,2024-10-25T10:28:35Z,47.99417704437712,7.857928362881834,0,0,7,348.884109
